,text,polarity,subjectivity,date
588,"RT @markbspiegel: Car &amp; Driver says $TSLA wouldn't provide a test car for its new ""10 Best"" issue. Perhaps it was afraid of the Bolt, which…",0.178787878788,0.551515151515,2016-12-03 02:41:33
415,RT @BaconBoy1989: Thanks to @Sidsaunders for these lovely photos of the #HastingsOldTown Christmas Light Switch on. I can't wait to visit t…,0.366666666667,0.55,2016-12-03 10:50:52
599,"RT @markbspiegel: But really, neither the $10k higher i3 or $13k higher $TSLA M3 (REAL base price $49k: https://t.co/l6xE1ckgz5 ) can compe…",-0.075,0.55,2016-12-03 02:05:16
870,"$MDCL - Blue Chip Marjuana - CONFIRMED UPTREND-CHART  $TSLA $IBM $MSFT $BIDU 
$ADBE $AMAT $ADSK $AVGO $BRCD $CDNS… https://t.co/44d2s9xFdk",0.2,0.55,2016-12-02 18:34:06
1018,@JustinRaimondo look at Tesla:each car is $30k taxpayer subsidized and said car loses telsa $4k per unit; to date over $5bill gifted to tsla,0.1,0.55,2016-12-02 17:15:54
1003,"If you're looking for a spot to unbox a $TSLA short into the bid, $180 looks great. Love, QTR.",0.433333333333,0.55,2016-12-02 17:18:10
995,"I'm no engineer but the photos are striking. NHTSA supposedly has no ""formal investigation"" but hasn't closed the b… https://t.co/6xDvAGwi8K",0.2,0.55,2016-12-02 17:23:16
3,@TommyThornton @KASDad its funny but you guys keep talking like $tsla was worth 20 bucks and not 180 😂,0.275,0.55,2016-12-03 20:59:53
425,Well done Mia for getting a highly commended and your artwork on the gallery. Well done everyone for your brilliant… https://t.co/Eb4NOn65tN,0.16,0.54,2016-12-03 10:28:18
644,High Probability Trading by Marcel Link: https://t.co/j1PUQ71YeI #trading $AAPL $TSLA $AMZN $DUST $NUGT $SPY $ES_F,0.16,0.54,2016-12-03 00:18:55
906,$TSLA $SPY threesix3636: $SNMN who in there right mind keep selling https://t.co/YfJzD9aTLN,0.285714285714,0.535714285714,2016-12-02 18:16:57
841,RT @racernic: $TSLA longs should worry today... this is a must hold level or there could be a 6 on the right of the decimal pt,0.285714285714,0.535714285714,2016-12-02 18:57:17
730,RT @racernic: $TSLA longs should worry today... this is a must hold level or there could be a 6 on the right of the decimal pt,0.285714285714,0.535714285714,2016-12-02 21:01:53
